GTVID,Latitude,Longitude,nearest_interstate,distance_to_interstate_mi
KNW261,35.9781914,-83.60794349999999,I- 40,0.34866357435769646
NPW214,36.8232121,-76.1510536,I- 264,0.8181952870091918
POW259,44.3033753,-120.8572691,I- 84,90.8571049158618
PAG064,44.3181963,-69.8161382,I- 95,0.16395681927093128
HLG115,39.768733,-76.6795083,I- 83,0.6489450450180927
PLG417,39.9636939,-75.2699406,I- 476,3.3574899518114822
PTG189,40.4310431,-80.1332596,I- 376,0.09597084987739561
KNW262,35.9824667,-83.93400419999999,I- 275,0.22964944968009932
BOW194,42.3228953,-71.7943794,I- 190,0.4556483183858456
SHW033,42.1681189,-72.4818169,I- 90,0.06478590471369079
BRW096,30.56061619999999,-90.8693567,I- 12,6.227035341901538
SHW034,42.08795387,-72.58013542,I- 91,0.03508553545292029
BRW097,30.21972825,-91.31705179,I- 10,15.23916345253638
DVW145,40.2534249,-103.8791035,I- 76,0.09213658386908401
DTW943,42.5181622,-83.3396333,I- 696,1.6013574454482449
TRW116,36.2251711,-83.0454407,I- 81,0.15228983572441152
RAW261,35.50956345,-78.24749394,I- 95,1.8069889715717136
GHG396,36.238737,-80.8115225,I- 77,0.31706109126760246
KCG168,39.1281237,-94.6869235,I- 635,0.5246831008189117
ATG65B,33.2391251,-84.1648429,I- 75,4.23501176567658
CIG116,41.4827226,-91.7150177,I- 80,14.613782740732514
CNG256,39.1955962,-84.38044099999999,I- 71,0.05231373192504319
MWG326,43.12845300000001,-88.208882,I- 94,5.5211444605931135
BXG090,30.40891848,-88.75687023,I- 10,2.680511230965523
LSG184,38.2537897,-85.6682652,I- 64,1.057848107431547
BOG517,43.0122149,-71.5057408,I- 293,1.0906356669825614
DTE093,42.4809686,-82.90740670000001,I- 94,0.4619132061607306
NYG602,40.49952368,-74.45241733,I- 95,2.8542854985471777
HOG75A,29.6830672,-95.9426446,I- 10,6.577113407342064
LMG012,40.7689929,-84.12863019999999,I- 75,2.7732872598257883
KCG169,39.006434,-93.958834,I- 70,0.10238639843069887
HTG084,31.7023223,-89.1469693,I- 59,1.2462827155607403
HDE035,34.5105633,-87.73447379999999,I- 22,30.078027934237532
AGG117,33.4565331,-81.9829044,I- 520,2.411309630810705
NYG603,40.7848373,-74.03364549999999,I- 95,0.7815778703841648
KCW194,38.6167718,-94.3514551,I- 49,0.15252075235099075
ATW47A,34.2503406,-83.9723386,I- 985,5.620807924789974
KNW263,35.8265943,-84.2783371,I- 75,0.13586126954344013
KNW265,36.011288,-83.96121699999999,I- 75,0.44091925734699927
ALE046,31.2308077,-84.19959229999999,I- 75,42.164104865582146
KNW264,35.8571975,-83.7286093,I- 40,9.732439675617266
NYW950,40.7682738,-74.044815,I- 95,0.8938162660983829
JNW025,41.04288439,-78.39392083,I- 80,0.23784612985496673
NYW951,40.67647306,-74.212481,I- 95,1.72937012338606
NYW952,40.6734486,-74.2005458,I- 95,1.0861350935198113
BIW290,33.43907832,-86.08318175,I- 20,10.116497925705023
BOG522,42.6600277,-71.1083888,I- 495,2.4475660355082596
ORG845,28.8088479,-81.3172199,I- 4,1.211962611056295
ATW47B,33.76713160000001,-84.7163326,I- 20,1.0275924731602561
ALW104,31.5711616,-84.0899359,I- 75,27.764085899801618
JMG048,34.99281306,-88.21539326,I- 22,52.53089067568272
LSG185,38.2670745,-85.78296250000001,I- 64,0.1181282971240602
QHG036,39.799866,-91.5191037,I- 72,8.946368733083714
PLG418,39.8887291,-74.7417765,I- 295,9.979792854548512
NYG606,40.6649032,-74.5779307,I- 78,1.2444927631521687
ORG846,28.7864495,-81.26513845,I- 4,4.67996588548035
WOG220,30.5974095,-96.303461,I- 45,35.576560419108326
RAW262,36.1064639,-78.472437,I- 85,12.921323470282239
DFG745,32.8786124,-96.7000854,I- 635,0.39998072040006355
CHE395,41.80816596,-87.72330696,I- 55,0.9624114528083075
DFG742,32.9030482,-96.0462007,I- 30,12.127173521761325
DFG743,32.8386743,-97.2913792,I- 820,0.04261138423370182
DFG744,32.3740702,-96.6453137,I- 45,0.027936134091786264
HOG76D,29.59652449999999,-95.174185,I- 45,0.9035785218535006
HOG75B,29.7819567,-95.0313718,I- 10,0.99210970145722
HOG75C,29.3947998,-94.9375678,I- 45,3.417525456771489
HOG75D,29.9245697,-95.555965,I- 45,8.481324302909297
TYG145,31.5312896,-94.1257505,I- 49,47.98888010681224
HOG75E,30.15761629999999,-96.3729929,I- 10,28.54352772019266
HOG75F,29.5807869,-95.2170845,I- 45,1.6941758558192186
HOG76A,30.73617137,-95.05939844,I- 45,27.31450956507683
HOE033,30.2194376,-95.7363549,I- 45,16.609528563076267
HOG76C,29.4625149,-95.4737262,I- 69,12.933809424739119
HOG76E,29.6485846,-95.2893943,I- 45,2.106182134516085
KCG170,38.3662391,-93.7344445,I- 49,32.658089180603646
MMW088,35.6986747,-90.0479142,I- 55,0.08166514508432794
MMW089,35.1395644,-89.9793014,I- 240,2.4432766216660213
GRE073,43.2988258,-85.62096179999999,I- 96,19.301637738633325
ROE014,43.07746100000001,-77.68837220000002,I- 90,2.2887299871196136
ATW47C,33.8705072,-84.16259699999999,I- 85,3.81540605775574
CHE004,41.6224715,-87.6212084,I- 94,2.1650525694422624
SSW176,43.5291678,-96.7516366,I- 29,1.4313141528215092
CLW294,41.5194254,-81.63555219999999,I- 90,1.0996652754140122
HOG76F,30.4263035,-95.5411605,I- 45,2.774357683489439
AUG408,30.5759043,-97.8722876,I- 35,10.667496086543965
HOG77A,30.3638541,-95.4757214,I- 45,0.5346213211785824
HOG77B,29.8635958,-95.2634216,I- 69,3.7648622915156675
HOG77C,29.8456948,-94.988775,I- 10,2.850421164479145
HOG77D,29.7796691,-95.1774647,I- 10,0.6152751416370238
HOG77E,29.7016227,-95.6523062,I- 10,5.730093247579789
SGW108,36.6736336,-93.8736237,I- 49,25.641516726658306
ATE253,33.7942602,-84.2771135,I- 285,1.5940271550747158
NYE165,40.9335804,-74.6609253,I- 80,2.8302735301738577
MMW091,35.698172,-89.9954281,I- 55,2.6659926559320395
ALW105,31.1294963,-84.1517989,I- 75,41.21646959051641
DVW146,41.1171279,-101.7131939,I- 80,0.132765281732186
TRE026,36.1458587,-82.84710799999999,I- 81,9.783772068921936
ATE200,33.5455244,-84.28073289999999,I- 75,0.12830402910321542
SKE028,39.2113769,-111.01939,I- 70,25.31788304373137
LSE057,37.8074065,-85.1234003,I- 64,24.19080935980077
LHW030,40.6787117,-99.2566024,I- 80,0.18307873903991143
DVW147,39.7843631,-104.904431,I- 270,0.12294445407496034
KNW266,35.8404794,-83.5703607,I- 40,10.115685400201077
SGW109,36.2443526,-93.1091377,I- 49,57.60713108558914
MYW043,34.62150251,-79.0499123,I- 95,0.13347216254048047
SCG203,37.9270649,-121.2965875,I- 5,0.09417773506910197
ALG086,31.1561963,-83.78142179999999,I- 75,19.36795738967051
JAG279,32.4865976,-89.8756164,I- 55,12.943290130270258
KCG171,38.81068495,-94.87579866,I- 35,0.24629557943892205
EVG137,37.95057102,-87.57375772,I- 69,0.9823054226227955
HOG77F,29.827275,-94.8972434,I- 10,0.37482259973383175
HOG78A,29.822652,-95.0571025,I- 10,1.9863788660370656
HOG78B,30.0065015,-95.2897122,I- 69,1.2390568936957636
HOG78C,29.3340075,-96.0934691,I- 69,19.852885435153063
HOG78D,29.818204,-94.983245,I- 10,0.927659357700914
HOG78E,29.7444805,-95.343751,I- 45,0.6157219946192186
HOG78F,29.6034375,-95.4246875,I- 610,5.090695028902856
SAG484,29.9697056,-99.1107931,I- 10,6.9248889381138765
HOG79B,30.8031658,-95.0659218,I- 45,28.1958443268082
HOG79C,29.5812699,-95.4313303,I- 610,6.6252269236398975
HOG79D,30.02770539999999,-94.5927224,I- 10,13.061235573769265
DCW219,39.6310058,-77.7840732,I- 81,0.522917506367902
HOG79E,29.869818,-95.3726496,I- 45,1.9001831569967713
CLW295,41.3818549,-81.52730629999999,I- 271,0.7206766531243168
CLW295,41.3818549,-81.52730629999999,I- 480,0.7206766531243168
SRW079,32.8984338,-93.7055562,I- 49,8.940243152725873
HOG79F,29.5972885,-95.6197117,I- 69,0.16457376706341323
HOG7A1,30.0293012,-95.4809351,I- 45,3.0925945955979413
GVW395,35.6849465,-82.564335,I- 26,0.8646453842118093
HOG7A2,30.3198523,-95.5866318,I- 45,6.439474021698856
BEW071,30.3495605,-94.1506767,I- 10 W,17.0397842289748
RAE065,36.1280993,-77.7969432,I- 95,0.10591450020829699
LCE008,29.9935314,-93.3615151,I- 210,14.941564048241975
BIW291,33.6495717,-85.7295249,I- 20,2.220907076407233
TPG807,27.8494326,-82.3821182,I- 75,2.1357885997480417
MPG325,31.0869027,-87.5381718,I- 65,0.2790249757311614
HLG116,39.8109601,-77.1309665,I- 83,23.091285563233757
DYG083,40.363595,-83.77057669999999,I- 75,20.378826562168467
CBG125,39.9402182,-82.94365429999999,I- 70,0.21745243349231913
DFG746,32.8238895,-97.1594429,I- 820 (Express Lanes),2.4702111588550193
HOG7A3,29.8311102,-95.8401885,I- 10,3.7020117088743425
KNG165,35.7469681,-84.51527569999999,I- 75,5.941053817783854
LYW022,30.2437235,-92.8211188,I- 10,0.21007677763176744
HOG7A4,29.9985215,-95.3712595,I- 45,3.208987419724485
SRG118,33.1917601,-94.3542324,I- 30,19.199973193729434
KCG172,38.7054914,-93.2499359,I- 70,17.95115781804363
WMG094,34.3296292,-78.2182863,I- 140,9.001825152247559
RPG220,37.519335,-77.4884131,I- 195,2.139833738885959
PLW088,40.48737457,-76.24555718,I- 78,0.07539726498392603
RPG221,37.5284497,-77.4198811,I- 95,0.4988860251911584
BLG316,38.6513426,-76.0568005,I- 595,34.19856578667341
RLG233,36.6648542,-79.3743731,I- 840,41.386994081408425
RLG233,36.6648542,-79.3743731,I- 785,41.386994081408425
SGW110,36.6145532,-92.1026309,I- 44,67.92051793634852
DCG811,38.3405808,-77.07468159999999,I- 95,19.332198910204593
RPG222,37.5208337,-77.1865782,I- 64,0.3408386573696054
RPG223,37.4450606,-77.3519413,I- 295,1.1234218958993705
KNG166,36.2157171,-83.2822286,I- 81,4.771595140321123
TRG058,36.5308199,-82.4944378,I- 81,3.097895825420928
HOG7A5,29.7033612,-95.2097314,I- 610,3.4390175695714253
ATG65C,33.9397436,-83.4873995,I- 85,17.211264184312274
BIG432,33.2325821,-87.42436300000001,I- 20,4.171472510857653
BIG432,33.2325821,-87.42436300000001,I- 59,4.171472510857653
LXG262,38.4411311,-83.7417901,I- 64,20.079547201891494
FWG024,41.0733773,-85.30822239999999,I- 69,3.3502150578090135
PTG190,40.4327044,-80.1309527,I- 376,0.25630778866010484
SAG485,28.6682284,-99.1847201,I- 35,0.0656962494239396
DFG748,33.5249566,-95.3168468,I- 30,24.81635571976405
SNG039,34.2320599,-95.6138247,I- 30,75.07280464966944
SNG040,34.6271481,-96.8410777,I- 35,20.43757443609279
DFG749,32.4874318,-97.0080396,I- 35 E,9.363056803210458
DFG750,32.4574063,-97.3514448,I- 35 W,4.582699590351392
DFG751,32.5689101,-97.1164434,I- 20,7.449839613878393
COG251,35.47041891,-85.03472537,I- 75,16.92009257116291
KCG173,38.76763304,-94.67580758,I- 49,9.12047921109245
SAW090,29.5080777,-98.4100181,I- 410,0.5398402594041234
CLE102,41.3503924,-81.9049216,I- 80,0.4673654043713637
GEW062,34.8113673,-77.5116662,I- 40,24.847468835553244
GEW061,34.8292358,-77.8119794,I- 40,9.344493150659227
AGE029,33.73656714,-82.73681839,I- 20,16.131983595489586
RAE059,36.29470592,-78.60175432,I- 85,0.8003532119922177
AUG410,29.9909167,-97.8922364,I- 35,1.1961785582219173
SAG486,29.54853935,-97.96951946,I- 10,2.8113389980267876
GVG201,35.82296503,-82.54429688,I- 26,0.45693474628942043
CAG582,35.1311743,-80.6017168,I- 485,1.926479964936731
LSG186,38.1891078,-85.27749,I- 64,0.30813354445540964
CMG194,34.344867,-81.0869993,I- 77,4.748564952060596
RPG225,37.1866534,-78.1422573,I- 85,26.77053836726169
RPG224,37.6835961,-77.5885997,I- 295,0.9580583724920038
NAG362,36.2257828,-86.291411,I- 40,2.8437137508221593
RPG226,37.4926515,-77.4891083,I- 95,3.074770533411662
KNG167,36.2280824,-83.2920086,I- 81,5.783029772414508
DFG753,32.8572396,-97.01513,I- 635,4.734137527266993
ATG65E,34.2397044,-84.19413510000001,I- 575,12.88945986737177
SRG119,33.3949378,-94.0996615,I- 30,3.940682975411379
LXG263,37.2665646,-83.2181858,I- 75,49.46550769951645
HFG157,41.9321641,-72.6697652,I- 91,2.383402318813824
GRG231,43.2346134,-86.20765,I- 96,4.187786928289862
TUG060,36.1402684,-95.9398771,I- 244,1.3285857179070597
GVE085,34.1167289,-82.8745988,I- 85,26.737393718121314
TCE045,44.7331128,-85.5958228,I- 75,43.382282896579554
MCG191,32.3783256,-83.3635369,I- 16,15.011182669426521
MMG461,35.2534162,-90.7870858,I- 40,14.112296258203763
JAG280,31.9595994,-89.8710479,I- 20,21.953220854292205
CAG583,35.7426228,-81.2994353,I- 40,2.1501256807967373
CNW142,39.4889842,-84.3384495,I- 75,0.7287501608196882
LXE025,38.1415972,-84.9886204,I- 64,0.21809199513392408
SCG204,37.9845146,-121.2834946,I- 5,2.5721776384500425
GRG232,42.1467146,-84.810045,I- 94,8.434198974740404
ING235,39.6967242,-86.37208489999999,I- 70,1.8017357584411806
TCG048,46.4920729,-84.3740979,I- 75,0.12754995383877923
BIG435,33.1978139,-86.8269564,I- 65,1.9129631469130772
OAG041,41.27379873,-95.88154348,I- 29,0.07541717078845254
PTW152,40.36360262,-79.46894177,I- 76,10.839268484311457
HOG7A6,30.3103808,-95.4716344,I- 45,0.08828691033970308
DFG754,32.6753614,-96.8064228,I- 35 E,0.927801215393367
TUG061,36.6443387,-95.1451489,I- 44,1.049689604806456
JAG281,32.7529119,-89.5383129,I- 20,28.493266100850395
NYW954,40.5406324,-74.7571032,I- 78,7.4740891254605595
TRW118,36.0615503,-82.9730371,I- 81,11.840279482562403
NYW955,40.8801077,-74.0322412,I- 80,0.8897464230490952
CMW158,33.98497104,-80.89157911,I- 77,3.4885512415182114
PLW089,40.263551,-74.6754704,I- 295,0.8897450109422539
AQW061,34.594524,-105.1897522,I- 40,27.18057808913131
INW461,39.79351279999999,-86.0450932,I- 70,0.33420411825272833
MEE004,32.3861116,-91.1997615,I- 20,0.3422143952068
KNE020,35.9691928,-83.2052956,I- 40,0.7218271543090096
PLW090,40.4880813,-76.24527549999999,I- 78,0.11708338647091944
RAW265,35.8193329,-78.31091599999999,I- 87,6.002464090541048
ATW47F,33.5765725,-85.0578116,I- 20,8.283365922858467
BIE055,33.18986222,-87.45828506,I- 20,1.183199569972902
BIE055,33.18986222,-87.45828506,I- 59,1.183199569972902
MCW146,32.85925354,-83.69284705,I- 75,2.02616099476878
GRW213,43.29530936,-86.20214837,I- 96,8.407602903425149
KNW268,35.86791445,-83.46609473,I- 40,10.282402584006686
DCW220,38.98216713,-77.02634688,I- 495,2.229368424072811
CLW297,41.74363838,-81.31188267,I- 90,6.062367154105681
KCG174,39.1002136,-94.6488313,I- 70,0.2712407531603022
ATG66A,34.1763067,-84.4898691,I- 575,1.0293559567750052
CNG257,39.5300447,-84.3833576,I- 75,3.4349972257423365
NAG363,36.3800222,-86.443579,I- 40,13.715653718141628
LRG304,34.8347831,-92.1334036,I- 40,3.4677030780886535
GVG202,34.7238312,-82.7849546,I- 85,11.067303118756563
BOG524,42.1390949,-71.8549376,I- 395,0.05949123314207369
ATW48A,33.9751304,-84.06947219999999,I- 85,1.0932976062391857
ALE039,31.581957,-83.997051,I- 75,22.78250015367843
BLW056,39.2071416,-76.7267304,I- 95,0.6085553602524066
BIW293,32.97960610000001,-86.690162,I- 65,0.10511444791091071
POW260,45.62147906,-123.1142308,I- 5,20.892016977027883
NYW956,40.8665007,-73.9734757,I- 95,0.07697765022459763
NOW142,30.5183986,-89.54058069999999,I- 59,6.589939283444408
NYW957,40.50204593,-74.8567918,I- 78,9.499503031596056
GRG235,42.2151072,-85.5897883,I- 94,1.4998519836507764
HOG7A7,30.0981067,-95.6084952,I- 45,10.066615070167826
LNG075,42.7403255,-84.7316829,I- 69,3.2042119696451232
LNG075,42.7403255,-84.7316829,I- 96,3.2042119696451232
GRG233,42.8626876,-84.8867162,I- 96,0.18276145359375465
GRG234,41.96745611,-85.63445642,I- 80,14.834799728599299
GRG234,41.96745611,-85.63445642,I- 90,14.834799728599299
GRG236,42.29116983,-85.58950672,I- 94,3.5287768086542264
GRG237,41.9571345,-85.3263228,I- 80,14.453106797087207
GRG237,41.9571345,-85.3263228,I- 90,14.453106797087207
GRG238,42.4882174,-85.4122244,I- 94,14.44520498982623
GRG239,42.777715,-85.1350624,I- 96,7.045235193308617
WOG221,30.7214436,-96.3389594,I- 45,31.678564310312158
NYG607,41.6964941,-73.9053711,I- 87,8.59576260392869
LYG143,30.64082533,-92.41926457,I- 49,16.61803540526146
ATG66B,34.1623207,-84.11533089999999,I- 985,8.5253773387377
DCG812,38.2721988,-77.44778289999999,I- 95,3.4215149108177636
KNG168,36.19683759999999,-83.34777609999999,I- 81,5.109348361714069
TRG059,36.5635994,-82.5461657,I- 26,2.0303486248264293
TRG059,36.5635994,-82.5461657,I- 181,2.0303486248264293
KNG169,36.1176731,-83.4905655,I- 40,6.16655765009051
TOW066,39.05533382,-95.68802376,I- 70,0.6454978578019598
SAE007,29.4711686,-98.5755476,I- 410,1.257104725394215
TRW119,37.041096,-81.9201875,I- 81,19.707980584966197
NYE031,40.9014673,-74.58196350000001,I- 80,0.43640716553056
BFE003,42.6410023,-79.0274904,I- 90,1.6922192700790943
DTE187,42.4028748,-83.0948265,I- 75,0.8708268750378862
DTE327,42.2096799,-83.4403642,I- 94,0.7251185546396871
CHG444,41.5811786,-88.123038,I- 55,2.157522900597209
OKG131,36.1500069,-99.3013646,I- 40,47.78025334376552
NAG365,35.6023034,-85.9148615,I- 24,11.774044188734354
TPG808,27.9672392,-82.1207328,I- 4,4.431919939851492
ATG66C,34.1884518,-83.59721379999999,I- 85,0.22556873349565448
INW462,39.8044139,-86.28402400000002,I- 74,0.3383340324110074
NAG364,36.4363799,-87.4779051,I- 24,14.978053735129306
JMG049,35.6120375,-88.79503450000001,I- 40,4.388587461667862
ROG066,43.1207129,-77.71314919999999,I- 490,0.8186354874660781
SAE004,29.185347,-98.8448826,I- 35,0.11753245884370978
JPW055,37.1484088,-94.4633654,I- 44,6.338914007672935
JPW055,37.1484088,-94.4633654,I- 49,6.338914007672935
HOG7A8,30.00797309999999,-95.144024,I- 69,6.940140303758543
CLG299,41.5932735,-81.54047,I- 90,0.7142643526449314
HOG7A9,29.7136974,-95.3164792,I- 45,0.11098087180756414
RPG227,37.9945052,-78.19840479999999,I- 64,1.4515795081190301
GRG240,43.0606915,-85.9268812,I- 96,0.5345560615934598
ING236,40.66937905,-86.14752223,I- 69,31.539921674448706
ING237,39.8539301,-86.23295949999999,I- 65,1.1201148449428084
BLG317,39.317857,-76.75723210000001,I- 695,0.659414461760817
NAE017,35.5486177,-85.9883041,I- 24,6.242803182348378
LSW139,38.7374453,-85.526743,I- 65,14.33556978685555
JPW056,37.069563,-94.5247505,I- 44,2.1441328234168235
PRW040,41.7379516,-71.1829605,I- 195,0.6568888855772903
BMW028,45.7695385,-108.5155425,I- 90,1.1837783126917782
INW463,39.8828435,-86.1462198,I- 465,3.142152173832556
SBW157,41.6281711,-86.3206115,I- 80,6.729189828529312
SBW157,41.6281711,-86.3206115,I- 90,6.729189828529312
CHW4CF,42.04044469999999,-87.8057826,I- 94,1.960538640346405
LXG264,38.2061554,-84.83477839999999,I- 64,2.2953728799276143
LRG305,34.8425594,-92.3746919,I- 40,1.4006563068006035
KCG175,39.1034267,-94.4680047,I- 435,0.9688680653434606
MCG192,32.8251526,-83.7087671,I- 475,1.2430898182312005
ING238,38.9126714,-86.5511712,I- 69,9.664033667990061
ATG66D,34.0521211,-85.0638725,I- 75,19.012076634203886
CAG584,35.7518505,-81.7129025,I- 40,2.3638251804608004
GVW397,35.1177306,-83.0903853,I- 40,30.965866867876382
CAW225,35.2067934,-80.83082209999999,I- 277,0.6953231171244199
MIW012,48.1988549,-114.3218438,I- 90,71.83719428448649
NOW143,29.4674002,-89.6806108,I- 510,40.78890955309189
INW464,40.5839825,-86.678873,I- 65,11.419746126607834
NAW116,36.7939383,-85.3706826,I- 65,40.87899002298463
DTW947,42.6264651,-83.0172967,I- 75,7.049384681488008
NOW144,29.8793396,-89.877736,I- 510,10.031086026934972
NOW145,29.8244246,-90.0063598,I- 10,10.02460357034512
BRW098,29.6955914,-91.181991,I- 10,37.542659973221056
NOW146,30.3634653,-90.0622509,I- 12,3.57723094862985
LYW023,29.91159761,-91.6641377,I- 10,29.40823803320376
BIW294,33.659934,-85.827238,I- 20,3.796971888396512
SVW059,31.7927685,-82.3516525,I- 16,41.37619280091168
BRW099,29.7972155,-91.5294115,I- 10,39.319749255699826
OKW098,34.7425267,-97.2184568,I- 35,2.30211024705059
POW261,45.490638,-122.6542383,I- 5,0.9497689046857467
CHE513,41.7787016,-87.74024949999999,I- 55,2.5035174555990727
PLE008,39.7561365,-75.5972795,I- 95,2.117244566551021
CHE174,41.5370912,-87.59284889999999,I- 80,2.8175266812522155
CHE174,41.5370912,-87.59284889999999,I- 294,2.8175266812522155
ALW107,31.452552,-82.92478299999999,I- 75,33.89328488380247
POW262,45.6676586,-120.8367585,I- 84,0.1894979557726596
AXW017,31.329112,-92.444585,I- 49,1.015478631361815
AXW020,31.1270679,-92.0763626,I- 49,16.638864044738515
SGW112,36.6983746,-91.3997894,I- 555,83.07029312537958
WBW129,41.0117132,-75.8985979,I- 80,3.2707355018698014
AXW021,30.95068,-92.1631561,I- 49,5.242056215104391
NOW147,29.9338297,-90.3616881,I- 310,0.9355632061128162
GEW063,36.12345013,-77.17723945,I- 95,31.732673051516922
SPE022,47.7247533,-116.7872905,I- 90,1.7863582980153965
HOE036,29.6724837,-95.0213037,I- 10,8.330425008299336
SAG488,29.46622679999999,-98.5040348,I- 10,0.7086229710511512
BXG091,30.4114316,-88.8392599,I- 10,2.944003851215629
GAG110,29.8377062,-82.4075988,I- 75,6.589373030880787
CBG126,39.8922443,-83.0844742,I- 270,0.8881336993778868
DYG084,39.765146,-84.1561885,I- 75,1.7120603070541685
MCG193,32.7474284,-83.6711409,I- 75,2.1104950814921253
DFG755,32.7757987,-96.8239747,I- 30,0.45862712174867337
DFG756,33.6614879,-95.5028746,I- 30,34.95750993660317
CJG051,38.1395112,-92.5867048,I- 44,26.568980978067067
DCG813,38.2339351,-77.5566851,I- 95,2.7819718327368355
RFG028,42.3142612,-89.0298248,I- 39,3.311724363807765
RFG028,42.3142612,-89.0298248,I- 90,3.311724363807765
GVW398,34.534255,-82.66536959999999,I- 85,3.481135252542399
BLG318,38.9744218,-76.32363389999999,I- 595,10.13099988143739
PLG419,39.6437707,-75.72290690000001,I- 95,0.454928796484351
DVW148,39.7252599,-104.8200629,I- 225,0.24063751604642517
LCW020,30.1785048,-93.5863709,I- 10,0.09417427303526288
MCW147,32.7177487,-82.71789299999999,I- 16,17.93893165162729
HDE036,34.5606486,-87.0091127,I- 65,5.545929922719837
DTW948,42.4763867,-83.0266654,I- 696,1.0705411852301927
SLW238,38.4208795,-91.1882389,I- 44,9.828311197293832
CLW299,41.4493496,-81.5905895,I- 480,1.82611952598096
IFW073,42.6613115,-112.2044277,I- 15,0.3517728513723554
CMW159,33.7388953,-81.10032009999999,I- 26,7.09950679077635
SGW113,37.0036485,-93.6263319,I- 44,10.69064473001362
INE006,40.2775572,-85.3689476,I- 69,9.890081180080447
WHW088,37.4806895,-100.8517622,I- 70,113.6178211219509
KCW195,38.9260953,-94.5837844,I- 435,0.997105895358377
EVW038,37.3610897,-87.2186069,I- 69,14.04702757989918
COG252,35.1839491,-85.1952031,I- 75,8.956066522981107
MMG463,34.8529761,-89.6887567,I- 22,0.15646675089069106
LXG265,37.2753069,-84.6444178,I- 75,18.460535077354276
HOG7AA,29.9504669,-95.3325135,I- 69,2.305015087237075
RAG637,35.7201221,-79.1765561,I- 40,17.141000228173723
KCG176,39.0734099,-94.676841,I- 635,0.18718128333264553
LEG152,44.683802,-91.137128,I- 94,6.929549867163191
LRG306,34.2623586,-92.1063991,I- 530,0.10306448925550878
HOG7AB,30.3312993,-95.2963047,I- 69,10.224386437288512
HOG7AC,29.7297519,-95.5144315,I- 69,1.2726429684050433
GRG241,43.0769359,-86.2016136,I- 96,4.587728598258329
RPG228,37.75893639,-77.463602,I- 95,0.21881014681983785
LFW023,40.381627,-86.848384,I- 65,2.6948801792274257
DCW221,38.3664048,-76.9684917,I- 95,23.7179030846775
GRE019,43.2357156,-86.0680115,I- 96,8.001727690252023
ATE047,33.52016190000001,-83.7150152,I- 20,6.241388105810355
SGE047,37.2568457,-93.2646688,I- 44,0.4527633517006819
CHE357,41.50705669,-87.33552329,I- 65,0.8010955923787979
ATG66F,34.4663316,-84.4348059,I- 575,6.351671876587096
PLG420,38.9219143,-75.5677432,I- 595,50.602126904343564
HOG7AD,29.8484397,-95.3410227,I- 69,0.4342164379035978
HOG7AE,29.70439949999999,-95.3491245,I- 610,1.377587239635305
DFG758,32.7502897,-97.1117442,I- 30,0.6483982446479788
GHG397,36.3282535,-79.632819,I- 840,13.983527482324474
DFG759,32.5377206,-97.3013526,I- 35 W,0.6055472982666419
HOG7B0,29.6933495,-95.3209316,I- 610,0.04095687976264099
TYG146,32.33269909,-95.26582314,I- 20,8.254969925815994
DFG760,32.7031582,-96.2747319,I- 20,0.10811165222101153
WHG050,37.6805523,-97.3946919,I- 235,0.47055819557274775
WHG051,37.6569833,-97.2807651,I- 35,0.6736299129637238
WHG052,37.708002,-97.2801036,I- 135,2.0841392026840087
HFG158,41.9301563,-72.7117019,I- 91,4.156072514776949
TFG014,42.55435809999999,-114.4599244,I- 84,5.77791487436899
TFG015,42.5490956,-114.4550117,I- 84,5.998398550465483
TFG016,42.5864412,-114.4598065,I- 84,3.771458289768667
TFG017,42.563479,-114.4805663,I- 84,5.666320320317779
TFG018,42.5640843,-114.6045862,I- 84,8.975783632729403
TFG019,42.5488861,-114.4166753,I- 84,5.159799178209797
TFG020,43.4695148,-114.2626471,I- 84,50.673691571532274
MYG267,34.73994847,-79.49563788,I- 74,8.189276773869882
OKE003,35.435306,-97.7231592,I- 40,1.946786612373268
BIG437,33.7816174,-86.4534109,I- 59,0.6441920439032303
BLG319,39.4783579,-76.24911139999999,I- 95,0.41219535481864966
KCG177,39.1365696,-94.6436424,I- 635,0.9830649358569203
ATG67B,33.90184929999999,-84.8013429,I- 20,11.548274552337837
LCG092,30.21716679999999,-93.1799075,I- 210,0.5654079911856343
ATG67C,33.7793359,-84.47967709999999,I- 285,0.9195566649593861
DVE002,39.7108475,-104.828717,I- 225,0.09323564561678278
DTW949,42.3841398,-83.17811394,I- 96,0.03934491218119537
SVG303,32.0909697,-81.1294757,I- 516,0.0632910866027319
MNW522,45.0679031,-93.2183025,I- 694,0.22969535533983412
BRG149,30.4195553,-91.0522158,I- 12,0.7673929788114429
BRG150,30.55255739999999,-91.134946,I- 110,2.4726112514222227
KNE061,35.9520487,-83.13634549999999,I- 40,3.4492225203248803
NOW148,30.5070164,-90.4764434,I- 55,1.6146843481342346
SRW081,32.4454205,-93.9473384,I- 20,0.08980923493941845
NOW149,29.5620259,-90.6495773,I- 310,27.520604432453325
GFW012,47.606118,-110.2672069,I- 315,50.773247484251165
SGW115,36.815768,-93.9269887,I- 44,18.015296294945223
SRW080,32.39826499999999,-94.0050909,I- 20,3.638253992013288
SRW082,32.2134764,-93.7055364,I- 49,0.13343284188765012
