gtvid,avg_monthly_revenue,revenue_percentile
SLG308,460.63696969696974,82.9158484601753
NYG111,536.1665957446808,86.94381914842664
SSG111,44.949999999999996,11.715120455960534
MYS012,394.24723404255315,78.43287513769816
CIG177,74.72,21.87365295272762
ATG4C2,357.54191489361705,75.32448872072416
HOG542,382.3046341463414,77.55160687772403
PXG024,1745.2947500000002,99.72220891805162
HOG94A,121.44,36.6301068058815
CWG076,45.12644444444445,11.75822596867666
KCG265,53.093333333333334,14.53134728674745
BIG050,100.21021276595744,30.33191244791417
TSS018,925.3676595744679,96.44618995162602
TPG647,126.83047619047619,38.16753675942334
GRG184,231.5880952380952,60.07471622204128
DRG083,53.306666666666665,14.593610805115187
GRE034,169.94970588235293,48.79065089324201
TPG041,51.66600000000001,14.04281814263135
CLS050,469.94404255319154,83.48100962689783
MBG002,36.04769230769231,9.047368168973609
BLG292,107.72724999999998,32.736242157191434
DFG535,532.2921276595742,86.78097610038795
BOG294,276.67977272727273,66.5118061209828
GGG001,1.875238095238095,1.6811149959289238
DCG765,500.49428571428564,85.13817711576225
LEG115,26.747941176470583,6.609511949806024
CMG008,286.4093617021276,67.74270798409886
LXG120,84.98042553191489,25.168829924804825
GVG148,39.570243902439024,10.10105847981225
DFG367,724.9512765957445,93.26117151204559
ATG6BF,40.74375,10.455481584367067
BGG011,177.3975,50.34244935102256
DOG051,7.825833333333333,2.7348053067675653
CHG385,665.3251063829788,91.77642607404569
LXE002,85.76538461538462,25.393936491211264
LAG091,786.8874468085106,94.43938885961971
MSE010,81.2252,23.86129603908233
LXG105,99.15065217391309,30.02059485607548
RAG611,100.16864864864863,30.322333445088365
DTS121,473.6293617021277,83.67258968341395
BGG001,651.5810638297872,91.36931845394894
COG142,140.5854285714286,41.68303079649408
EVG114,98.9036842105263,29.977489343359355
YNE013,210.52723404255323,56.71727573159634
INS133,395.0797872340426,78.490349154653
GHG222,272.04,65.8652234302409
MWE076,25.848055555555554,6.379615881986685
TPE027,249.55829787234046,62.81910053163465
HDG071,56.39404255319147,15.719143637147372
SMG059,120.75642857142857,36.424158245126684
CLS031,656.8297872340424,91.52258249916183
AXG002,20.277083333333337,4.985870970831936
HGG039,123.39190476190474,37.238373485320174
CBG086,100.68553191489362,30.480386991714163
CIG165,64.15,18.300684898702045
MCG217,11.381666666666666,3.256860960773983
MPG126,67.45914893617022,19.45974424062455
EPG185,214.2551063829787,57.387805929402745
MNG274,274.3629787234043,66.1765410220796
CTG025,79.1048,23.26739786388237
RLG227,263.70344827586206,64.79237511375065
THG033,165.10847826086953,47.76090808946788
PDE012,35.925172413793106,8.989894152018774
MSG104,113.85826086956524,34.60893720963647
BIE035,247.40723404255317,62.488624934144354
ING296,223.94,58.88452512093491
TPG268,131.21638297872337,39.384070118300684
RAG421,129.15,38.780592940274914
MAG243,225.52307692307699,59.13597394511231
LHG107,51.129999999999995,13.884764596005555
CNG026,108.49808510638297,32.980506729249484
SRG028,340.99843749999997,73.71042674457588
DTE073,940.9557575757577,96.63777000814214
ORG778,202.76999999999992,55.43368935293836
MNS142,274.7063829787234,66.23401503903443
ORG766,121.68736842105261,36.69715982566215
